GeneID	Symbol	Description	log10baseMean	log2FC
219348	PLAC9	placenta associated 9	2.503	-0.529
84293	PRXL2A	peroxiredoxin like 2A	3.459	0.642
92211	CDHR1	cadherin related family member 1	1.493	0.608
5995	RGR	retinal G protein coupled receptor	1.058	2.459
23063	WAPL	WAPL cohesin release factor	3.091	0.164
6623	SNCG	synuclein gamma	2.31	0.413
10974	ADIRF	adipogenesis regulatory factor	2.512	0.348
728190	NUTM2A-AS1	NUTM2A antisense RNA 1	2.086	0.412
9562	MINPP1	multiple inositol-polyphosphate phosphatase 1	2.367	-0.208
118932	ANKRD22	ankyrin repeat domain 22	0.881	-1.772
9023	CH25H	cholesterol 25-hydroxylase	1.584	-2.218
105378419	LOC105378419	uncharacterized LOC105378419	1.159	-1.105
101926887	LOC101926887	uncharacterized LOC101926887	1.199	-1.234
439996	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B	1.166	0.563
27063	ANKRD1	ankyrin repeat domain 1	5.276	-0.694
105378427	XLOC_008559	uncharacterized LOC105378427	1.382	1.301
143279	HECTD2	HECT domain E3 ubiquitin protein ligase 2	2.406	-0.402
105378433	LOC105378433	uncharacterized LOC105378433	1.057	-1.164
143282	FGFBP3	fibroblast growth factor binding protein 3	1.418	-0.392
3416	IDE	insulin degrading enzyme	3.238	0.37
3832	KIF11	kinesin family member 11	1.682	0.514
55165	CEP55	centrosomal protein 55	1.142	2.388
118924	FRA10AC1	FRA10A associated CGG repeat 1	2.813	0.217
51196	PLCE1	phospholipase C epsilon 1	3.255	-1.18
100128054	PLCE1-AS1	PLCE1 antisense RNA 1	1.43	-0.915
9124	PDLIM1	PDZ and LIM domain 1	3.976	-0.405
26123	TCTN3	tectonic family member 3	2.739	-0.29
7093	TLL2	tolloid like 2	2.672	-0.951
105378443	LOC105378443	uncharacterized LOC105378443	1.796	0.289
118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	2.114	0.466
102723665	LOC102723665	uncharacterized LOC102723665	2.148	-0.394
84986	ARHGAP19	Rho GTPase activating protein 19	2.416	-0.204
23223	RRP12	ribosomal RNA processing 12 homolog	2.983	-0.643
644215	LOC644215	uncharacterized LOC644215	1.22	-0.438
5223	PGAM1	phosphoglycerate mutase 1	3.44	-0.195
84287	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16	2.73	0.497
80019	UBTD1	ubiquitin domain containing 1	2.634	0.349
112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	2.921	0.776
118812	MORN4	MORN repeat containing 4	2.521	-0.571
55361	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	3.012	-0.367
83742	MARVELD1	MARVEL domain containing 1	2.678	-0.723
118813	ZFYVE27	zinc finger FYVE-type containing 27	2.834	-0.66
6425	SFRP5	secreted frizzled related protein 5	2.228	-1.717
27291	R3HCC1L	R3H domain and coiled-coil containing 1 like	2.461	0.16
3257	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	2.986	-0.257
101927300	GOT1-DT	GOT1 divergent transcript	2.317	-0.451
1355	COX15	cytochrome c oxidase assembly homolog COX15	3.172	-0.186
51076	CUTC	cutC copper transporter	2.987	0.267
1244	ABCC2	ATP binding cassette subfamily C member 2	1.174	0.745
6319	SCD	stearoyl-CoA desaturase	2.801	1.861
56652	TWNK	twinkle mtDNA helicase	2.423	0.233
84445	LZTS2	leucine zipper tumor suppressor 2	3.118	-0.174
79955	PDZD7	PDZ domain containing 7	1.741	-0.31
81621	KAZALD1	Kazal type serine peptidase inhibitor domain 1	2.398	-1.039
8945	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	3.276	0.185
27343	POLL	DNA polymerase lambda	2.713	-0.241
100289509	KCNIP2-AS1	KCNIP2 antisense RNA 1	2.769	1.676
30819	KCNIP2	potassium voltage-gated channel interacting protein 2	3.695	1.539
79803	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	2.488	-0.376
23082	PPRC1	PPARG related coactivator 1	2.826	-0.234
79176	FBXL15	F-box and leucine rich repeat protein 15	2.356	-0.381
10121	ACTR1A	actin related protein 1A	3.534	0.216
81603	TRIM8	tripartite motif containing 8	3.292	0.384
105378460	LOC105378460	uncharacterized LOC105378460	1.861	0.543
403	ARL3	ADP ribosylation factor like GTPase 3	2.963	0.419
100528007	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)	2.825	0.341
119032	BORCS7	BLOC-1 related complex subunit 7	2.793	-0.269
57412	AS3MT	arsenite methyltransferase	2.778	0.369
54805	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	2.986	-0.256
6877	TAF5	TATA-box binding protein associated factor 5	2.483	0.321
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	1.012	-0.892
79991	STN1	STN1 subunit of CST complex	2.978	0.307
119392	SFR1	SWI5 dependent homologous recombination repair protein 1	2.117	-0.254
119391	GSTO2	glutathione S-transferase omega 2	1.752	-0.599
85450	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	3.4	-0.556
159686	CFAP58	cilia and flagella associated protein 58	2.198	-0.341
4601	MXI1	MAX interactor 1, dimerization protein	3.392	0.22
10285	SMNDC1	survival motor neuron domain containing 1	2.839	-0.178
1847	DUSP5	dual specificity phosphatase 5	2.74	-1.034
9126	SMC3	structural maintenance of chromosomes 3	3.06	0.344
100616113	MIR4680	microRNA 4680	1.008	-1.088
92482	BBIP1	BBSome interacting protein 1	2.591	0.206
57678	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	3.007	0.57
143187	VTI1A	vesicle transport through interaction with t-SNAREs 1A	2.664	0.29
6934	TCF7L2	transcription factor 7 like 2	2.653	-0.205
107984270	LOC107984270	uncharacterized LOC107984270	1.472	-1.481
3026	HABP2	hyaluronan binding protein 2	3.226	-0.663
840	CASP7	caspase 7	2.563	0.323
9937	DCLRE1A	DNA cross-link repair 1A	2.552	0.335
153	ADRB1	adrenoceptor beta 1	2.816	0.708
3983	ABLIM1	actin binding LIM protein 1	4.689	0.375
142940	TRUB1	TruB pseudouridine synthase family member 1	2.911	-0.681
26033	ATRNL1	attractin like 1	2.197	-2.984
2674	GFRA1	GDNF family receptor alpha 1	2.393	0.745
105378499	HSPA12A-AS1	HSPA12A antisense RNA 1	1.59	0.659
259217	HSPA12A	heat shock protein family A (Hsp70) member 12A	2.789	0.634
57698	SHTN1	shootin 1	2.269	0.5
255082	CASC2	cancer susceptibility 2	1.493	-0.696
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A	3.908	0.33
404636	DENND10	DENN domain containing 10	2.633	0.165
2869	GRK5	G protein-coupled receptor kinase 5	3.184	0.493
7073	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	3.232	0.161
22876	INPP5F	inositol polyphosphate-5-phosphatase F	2.701	-0.353
79892	MCMBP	minichromosome maintenance complex binding protein	3.035	0.103
11196	SEC23IP	SEC23 interacting protein	2.919	0.188
10579	TACC2	transforming acidic coiled-coil containing protein 2	4.135	0.297
387715	ARMS2	age-related maculopathy susceptibility 2	0.894	-2.193
5654	HTRA1	HtrA serine peptidase 1	3.383	-0.739
105378526	LOC105378526		1.586	-0.861
119587	CPXM2	carboxypeptidase X, M14 family member 2	2.666	-1.674
4942	OAT	ornithine aminotransferase	3.097	-0.283
101927944	FAM53B-AS1	FAM53B antisense RNA 1	1.357	0.89
399818	EEF1AKMT2	EEF1A lysine methyltransferase 2	2.559	-0.262
23172	ABRAXAS2	abraxas 2, BRISC complex subunit	2.734	0.183
54764	ZRANB1	zinc finger RANBP2-type containing 1	3.276	0.344
1488	CTBP2	C-terminal binding protein 2	3.15	0.132
399821	EDRF1-DT	EDRF1 divergent transcript	1.117	0.405
26098	EDRF1	erythroid differentiation regulatory factor 1	2.663	0.131
56647	BCCIP	BRCA2 and CDKN1A interacting protein	3.101	0.177
92565	FANK1	fibronectin type III and ankyrin repeat domains 1	1.314	-0.557
105378550	LOC105378550	uncharacterized LOC105378550	0.918	-0.663
1793	DOCK1	dedicator of cytokinesis 1	3.144	-0.274
642938	INSYN2A	inhibitory synaptic factor 2A	1.222	-1.759
4288	MKI67	marker of proliferation Ki-67	1.778	2.21
102724883	LOC102724883	uncharacterized LOC102724883	0.99	-0.54
10539	GLRX3	glutaredoxin 3	3.075	0.399
55844	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	3.279	0.346
282973	JAKMIP3	Janus kinase and microtubule interacting protein 3	2.163	0.565
107984282	LOC107984282	uncharacterized LOC107984282	2.825	0.815
3632	INPP5A	inositol polyphosphate-5-phosphatase A	3.37	0.162
101	ADAM8	ADAM metallopeptidase domain 8	1.842	-0.78
118472	ZNF511	zinc finger protein 511	2.623	0.243
282969	FUOM	fucose mutarotase	1.772	0.348
196743	PAOX	polyamine oxidase	1.765	0.282
100133161	LINC01001	long intergenic non-protein coding RNA 1001	2.211	-0.606
101930129	LOC101930129	uncharacterized LOC101930129	1.237	0.63
51272	BET1L	Bet1 golgi vesicular membrane trafficking protein like	2.998	-0.241
5719	PSMD13	proteasome 26S subunit, non-ATPase 13	3.332	0.159
171389	NLRP6	NLR family pyrin domain containing 6	0.93	-1.184
80162	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	2.822	-0.452
10581	IFITM2	interferon induced transmembrane protein 2	3.297	0.492
101059906	LOC101059906		1.039	-0.508
8045	RASSF7	Ras association domain family member 7	1.815	0.418
143666	LOC143666	uncharacterized LOC143666	1.375	0.525
3665	IRF7	interferon regulatory factor 7	2.411	-0.479
1815	DRD4	dopamine receptor D4	0.965	-1.822
283232	TMEM80	transmembrane protein 80	2.458	-0.576
6888	TALDO1	transaldolase 1	3.211	0.256
347862	GATD1	glutamine amidotransferase class 1 domain containing 1	2.964	-0.299
51286	CEND1	cell cycle exit and neuronal differentiation 1	1.068	0.549
79751	SLC25A22	solute carrier family 25 member 22	2.115	-0.409
7106	TSPAN4	tetraspanin 4	2.82	-0.526
66005	CHID1	chitinase domain containing 1	2.972	-0.299
54472	TOLLIP	toll interacting protein	3.13	-0.165
1850	DUSP8	dual specificity phosphatase 8	2.942	-0.681
4046	LSP1	lymphocyte specific protein 1	2.847	-0.911
100133545	MRPL23-AS1	MRPL23 antisense RNA 1	1.062	-0.98
3481	IGF2	insulin like growth factor 2	3.434	-0.672
723961	INS-IGF2	INS-IGF2 readthrough	3.414	-0.686
51214	IGF2-AS	IGF2 antisense RNA	0.905	-1.053
29125	C11orf21	chromosome 11 open reading frame 21	3.011	0.543
3784	KCNQ1	potassium voltage-gated channel subfamily Q member 1	3.093	0.209
1028	CDKN1C	cyclin dependent kinase inhibitor 1C	2.916	-0.948
5002	SLC22A18	solute carrier family 22 member 18	2.438	-0.668
114879	OSBPL5	oxysterol binding protein like 5	2.756	-0.181
7748	ZNF195	zinc finger protein 195	2.55	0.232
107984301	LOC107984301	uncharacterized LOC107984301	1.052	-1.644
116969	ART5	ADP-ribosyltransferase 5	1.476	1.013
6786	STIM1	stromal interaction molecule 1	3.127	-0.532
100616453	MIR4687	microRNA 4687	1.2	-0.958
3043	HBB	hemoglobin subunit beta	3.326	-2.511
3045	HBD	hemoglobin subunit delta	1.811	-4.302
85363	TRIM5	tripartite motif containing 5	2.498	0.288
84067	FHIP1B	FHF complex subunit HOOK interacting protein 1B	2.987	-0.451
6609	SMPD1	sphingomyelin phosphodiesterase 1	3.212	0.226
322	APBB1	amyloid beta precursor protein binding family B member 1	3.352	0.306
3263	HPX	hemopexin	1.06	-0.864
1200	TPP1	tripeptidyl peptidase 1	3.599	0.19
8642	DCHS1	dachsous cadherin-related 1	3.013	-0.626
63875	MRPL17	mitochondrial ribosomal protein L17	2.886	0.286
283298	OLFML1	olfactomedin like 1	2.422	-0.42
8495	PPFIBP2	PPFIA binding protein 2	2.641	0.258
8665	EIF3F	eukaryotic translation initiation factor 3 subunit F	3.451	-0.257
7275	TUB	TUB bipartite transcription factor	3.109	-0.301
4004	LMO1	LIM domain only 1	1.254	1.252
6157	RPL27A	ribosomal protein L27a	3.833	0.333
105376541	NRIP3-DT	NRIP3 divergent transcript	1.105	-1.533
57758	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	2.333	-2.28
440026	TMEM41B	transmembrane protein 41B	2.76	-0.276
10527	IPO7	importin 7	3.804	0.311
7702	ZNF143	zinc finger protein 143	2.604	0.345
7465	WEE1	WEE1 G2 checkpoint kinase	3.309	-0.65
81846	SBF2	SET binding factor 2	3.05	0.137
272	AMPD3	adenosine monophosphate deaminase 3	2.083	0.391
10894	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	3.017	0.982
9646	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	3.09	0.134
729013	ZBED5-AS1	ZBED5 antisense RNA 1	2.372	0.297
374378	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	2.924	-0.273
283106	CSNK2A3	casein kinase 2 alpha 3	2.617	0.259
55031	USP47	ubiquitin specific peptidase 47	3.67	0.314
9645	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	3.441	-0.471
55742	PARVA	parvin alpha	3.622	0.258
7003	TEAD1	TEA domain transcription factor 1	3.661	0.536
406	BMAL1	basic helix-loop-helix ARNT like 1	2.702	0.566
22800	RRAS2	RAS related 2	3.096	-0.994
55553	SOX6	SRY-box transcription factor 6	2.674	-0.407
4925	NUCB2	nucleobindin 2	3.255	0.348
374383	NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1	1.97	-0.685
107984316	LOC107984316	replaced by ID 374383	1.91	-0.899
3767	KCNJ11	potassium inwardly rectifying channel subfamily J member 11	2.715	0.583
6288	SAA1	serum amyloid A1	1.403	3.654
11234	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	2.771	-0.185
3939	LDHA	lactate dehydrogenase A	3.865	0.805
55293	UEVLD	UEV and lactate/malate dehyrogenase domains	2.844	0.415
8048	CSRP3	cysteine and glycine rich protein 3	4.585	-0.541
105376580	CSRP3-AS1	CSRP3 and E2F8 antisense RNA 1	2.073	-0.762
79733	E2F8	E2F transcription factor 8	2.027	0.513
89797	NAV2	neuron navigator 2	3.224	-0.513
100126784	NAV2-AS6	NAV2 antisense RNA 6	1.896	-1.07
10553	HTATIP2	HIV-1 Tat interactive protein 2	2.576	0.915
10196	PRMT3	protein arginine methyltransferase 3	2.645	0.424
203859	ANO5	anoctamin 5	3.492	0.345
387758	FIBIN	fin bud initiation factor homolog	3.006	-0.837
91057	CCDC34	coiled-coil domain containing 34	1.889	0.647
55366	LGR4	leucine rich repeat containing G protein-coupled receptor 4	3.094	0.745
55327	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	2.599	-0.295
497258	BDNF-AS	BDNF antisense RNA	2.052	-0.437
106456574	LINC01616	long intergenic non-protein coding RNA 1616	1.599	-1.691
3739	KCNA4	potassium voltage-gated channel subfamily A member 4	2.361	-0.969
196294	IMMP1L	inner mitochondrial membrane peptidase subunit 1	2.24	0.269
26610	ELP4	elongator acetyltransferase complex subunit 4	2.601	0.19
5954	RCN1	reticulocalbin 1	3.039	0.558
10480	EIF3M	eukaryotic translation initiation factor 3 subunit M	3.357	0.319
493860	CCDC73	coiled-coil domain containing 73	2.528	0.522
105376615	LOC105376615	uncharacterized LOC105376615	0.889	0.74
966	CD59	CD59 molecule (CD59 blood group)	4.291	0.488
101929918	LOC101929918	uncharacterized LOC101929918	1.248	-0.486
25841	ABTB2	ankyrin repeat and BTB domain containing 2	3.058	-0.692
102723539	LOC102723539		2.1	-0.455
26298	EHF	ETS homologous factor	1.449	1.467
24147	FJX1	four-jointed box kinase 1	1.546	-0.652
29099	COMMD9	COMM domain containing 9	2.828	0.237
79899	PRR5L	proline rich 5 like	1.677	-0.621
119710	IFTAP	intraflagellar transport associated protein	2.82	0.396
8539	API5	apoptosis inhibitor 5	3.176	0.123
55761	TTC17	tetratricopeptide repeat domain 17	3.164	0.14
107984328	LOC107984328	uncharacterized LOC107984328	1.504	0.355
221120	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	2.381	0.686
84680	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	2.511	-0.451
2132	EXT2	exostosin glycosyltransferase 2	3.128	-0.145
57586	SYT13	synaptotagmin 13	2.349	1.018
8534	CHST1	carbohydrate sulfotransferase 1	2.063	0.421
1408	CRY2	cryptochrome circadian regulator 2	3.582	-0.415
9409	PEX16	peroxisomal biogenesis factor 16	2.376	-0.408
90993	CREB3L1	cAMP responsive element binding protein 3 like 1	2.992	0.56
4192	MDK	midkine	2.21	-1.387
55626	AMBRA1	autophagy and beclin 1 regulator 1	2.792	-0.247
9776	ATG13	autophagy related 13	3.283	-0.187
392	ARHGAP1	Rho GTPase activating protein 1	3.633	-0.753
79797	ZNF408	zinc finger protein 408	2.307	-0.502
9793	CKAP5	cytoskeleton associated protein 5	3.506	0.326
100507401	LRP4-AS1	LRP4 antisense RNA 1	1.454	0.56
4038	LRP4	LDL receptor related protein 4	3.125	0.532
79096	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1	2.644	-0.305
107984329	LOC107984329		1.22	-0.824
1643	DDB2	damage specific DNA binding protein 2	2.483	0.257
10062	NR1H3	nuclear receptor subfamily 1 group H member 3	2.399	0.321
8567	MADD	MAP kinase activating death domain	3.312	0.295
91252	SLC39A13	solute carrier family 39 member 13	3.114	-0.257
5702	PSMC3	proteasome 26S subunit, ATPase 3	3.526	0.208
399888	FAM180B	family with sequence similarity 180 member B	0.991	-2.75
114900	C1QTNF4	C1q and TNF related 4	1.117	-0.814
23360	FNBP4	formin binding protein 4	3.369	0.532
85456	TNKS1BP1	tankyrase 1 binding protein 1	3.347	-0.25
6749	SSRP1	structure specific recognition protein 1	3.191	0.169
51075	TMX2	thioredoxin related transmembrane protein 2	3.209	0.152
9404	LPXN	leupaxin	2.302	-0.281
80829	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase	3.443	0.274
386607	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)	2.61	0.458
23220	DTX4	deltex E3 ubiquitin ligase 4	2.245	-0.767
5007	OSBP	oxysterol binding protein	3.334	0.166
219988	PATL1	PAT1 homolog 1, processing body mRNA decay factor	3.093	0.176
11251	PTGDR2	prostaglandin D2 receptor 2	2.469	-0.739
79073	TMEM109	transmembrane protein 109	3.385	-0.185
54972	TMEM132A	transmembrane protein 132A	2.323	-0.348
923	CD6	CD6 molecule	1.243	-1.378
921	CD5	CD5 molecule	1.092	-0.764
220001	VWCE	von Willebrand factor C and EGF domains	1.498	-0.465
26007	TKFC	triokinase and FMN cyclase	2.648	-0.511
79869	CPSF7	cleavage and polyadenylation specific factor 7	3.31	-0.227
54949	SDHAF2	succinate dehydrogenase complex assembly factor 2	2.854	0.421
220004	PPP1R32	protein phosphatase 1 regulatory subunit 32	1.682	-0.264
9066	SYT7	synaptotagmin 7	2.927	0.621
113157	RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2	1.454	-0.497
3992	FADS1	fatty acid desaturase 1	3.083	0.327
3995	FADS3	fatty acid desaturase 3	3.282	0.27
7439	BEST1	bestrophin 1	4.035	0.82
107984334	LOC107984334	uncharacterized LOC107984334	1.756	-0.894
2495	FTH1	ferritin heavy chain 1	4.177	0.785
10647	SCGB1D2	secretoglobin family 1D member 2	0.893	1.381
64852	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	2.635	-0.334
256364	EML3	EMAP like 3	2.793	-0.272
26229	B3GAT3	beta-1,3-glucuronyltransferase 3	2.459	-0.268
80789	INTS5	integrator complex subunit 5	2.52	-0.376
79081	LBHD1	LBH domain containing 1	2.411	0.454
102288414	C11orf98	chromosome 11 open reading frame 98	2.346	0.542
751071	CSKMT	citrate synthase lysine methyltransferase	1.594	-0.353
790955	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	2.294	0.292
51035	UBXN1	UBX domain protein 1	3.184	0.245
221091	LRRN4CL	LRRN4 C-terminal like	2.052	-0.724
100534595	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)	3.262	0.208
2785	GNG3	G protein subunit gamma 3	1.05	-0.467
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2	3.485	0.172
374395	TMEM179B	transmembrane protein 179B	2.508	0.152
79064	TMEM223	transmembrane protein 223	2.599	0.452
54663	WDR74	WD repeat domain 74	2.586	0.205
9297	SNORD29	small nucleolar RNA, C/D box 29	1.2	0.614
6520	SLC3A2	solute carrier family 3 member 2	2.907	-0.323
117245	PLAAT5	phospholipase A and acyltransferase 5	1.712	0.812
11145	PLAAT3	phospholipase A and acyltransferase 3	3.287	0.381
25923	ATL3	atlastin GTPase 3	2.895	-0.325
2011	MARK2	microtubule affinity regulating kinase 2	3.079	0.258
283248	RCOR2	REST corepressor 2	2.079	0.473
55611	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	3.153	-0.119
101927673	LOC101927673		1.517	-0.463
10963	STIP1	stress induced phosphoprotein 1	3.419	0.294
2286	FKBP2	FKBP prolyl isomerase 2	2.643	0.608
114841035	LOC114841035	Uncharacterized protein LOC114841035	2.665	0.578
26472	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	2.797	0.857
105369340	PPP1R14B-AS1	PPP1R14B antisense RNA 1	1.218	0.858
51504	TRMT112	tRNA methyltransferase activator subunit 11-2	3.024	0.237
25824	PRDX5	peroxiredoxin 5	3.7	0.227
283234	CCDC88B	coiled-coil domain containing 88B	2.302	0.318
9379	NRXN2	neurexin 2	1.648	-1.599
5837	PYGM	glycogen phosphorylase, muscle associated	3.515	0.706
7536	SF1	splicing factor 1	3.682	-0.398
4221	MEN1	menin 1	2.564	0.147
23130	ATG2A	autophagy related 2A	2.887	-0.211
100528018	ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate)	2.771	0.204
29907	SNX15	sorting nexin 15	2.265	0.217
29901	SAC3D1	SAC3 domain containing 1	1.975	0.409
113130	CDCA5	cell division cycle associated 5	1.431	0.694
738	VPS51	VPS51 subunit of GARP complex	3.304	-0.382
